ticket_id,ticket_date,region,issue_type
T01411,2025-10-25,East,Product Issue
T01412,2026-04-17,South,Refund Request
T01413,2025-03-23,South,Out of Stock
T01414,2025-06-13,West,Product Issue
T01415,2025-04-30,East,Out of Stock
T01416,2026-06-30,South,Delivery Delay
T01417,2025-11-22,West,Delivery Delay
T01418,2026-01-29,West,Product Issue
T01419,2026-02-21,East,Refund Request
T01420,2026-05-07,North,Payment Problem
T01421,2026-02-26,East,Delivery Delay
T01422,2025-05-25,North,Payment Problem
T01423,2025-10-20,East,Product Issue
T01424,2026-04-11,North,Product Issue
T01425,2026-04-04,North,Product Issue
T01426,2026-03-01,North,Payment Problem
T01427,2025-03-09,North,Product Issue
T01428,2025-10-27,West,Out of Stock
T01429,2025-10-19,North,Out of Stock
T01430,2025-02-19,South,Delivery Delay
T01431,2025-07-02,East,Product Issue
T01432,2025-03-13,South,Out of Stock
T01433,2025-10-18,West,Out of Stock
T01434,2025-11-09,East,Product Issue
T01435,2026-05-23,East,Delivery Delay
T01436,2025-05-07,West,Product Issue
T01437,2026-06-13,West,Delivery Delay
T01438,2025-08-27,West,Product Issue
T01439,2025-12-25,North,Refund Request
T01440,2025-02-02,North,Out of Stock
T01441,2025-05-31,East,Product Issue
T01442,2025-05-12,West,Delivery Delay
T01443,2025-01-29,South,Refund Request
T01444,2025-12-17,South,Out of Stock
T01445,2026-02-12,West,Delivery Delay
T01446,2025-11-16,South,Delivery Delay
T01447,2025-09-27,East,Out of Stock
T01448,2025-02-06,North,Delivery Delay
T01449,2026-05-01,South,Payment Problem
T01450,2025-03-17,South,Product Issue
T01451,2026-05-13,East,Refund Request
T01452,2025-12-30,North,Payment Problem
T01453,2025-02-02,North,Out of Stock
T01454,2025-09-24,North,Payment Problem
T01455,2025-08-13,East,Product Issue
T01456,2025-01-05,North,Delivery Delay
T01457,2025-02-27,West,Payment Problem
T01458,2026-06-25,North,Product Issue
T01459,2025-10-04,West,Payment Problem
T01460,2026-06-06,South,Product Issue
T01461,2025-06-06,West,Refund Request
T01462,2025-08-17,West,Payment Problem
T01463,2025-08-17,East,Out of Stock
T01464,2025-10-09,North,Refund Request
T01465,2026-06-13,East,Out of Stock
T01466,2025-06-19,South,Product Issue
T01467,2026-03-30,North,Product Issue
T01468,2025-07-21,North,Payment Problem
T01469,2025-08-21,East,Payment Problem
T01470,2025-09-10,East,Out of Stock
T01471,2026-03-20,North,Out of Stock
T01472,2025-03-05,North,Product Issue
T01473,2025-03-13,North,Delivery Delay
T01474,2025-11-26,West,Payment Problem
T01475,2026-02-19,West,Out of Stock
T01476,2025-12-15,North,Delivery Delay
T01477,2026-05-22,East,Product Issue
T01478,2025-09-07,North,Delivery Delay
T01479,2025-12-17,North,Payment Problem
T01480,2025-03-24,North,Payment Problem
T01481,2025-03-21,East,Product Issue
T01482,2025-09-16,South,Out of Stock
T01483,2026-06-19,North,Delivery Delay
T01484,2025-10-16,South,Out of Stock
T01485,2025-01-24,East,Product Issue
T01486,2025-02-21,East,Out of Stock
T01487,2025-12-11,South,Product Issue
T01488,2026-03-12,North,Out of Stock
T01489,2025-11-16,East,Product Issue
T01490,2025-10-12,North,Delivery Delay
T01491,2026-06-25,South,Refund Request
T01492,2025-09-14,West,Refund Request
T01493,2025-07-02,South,Product Issue
T01494,2026-01-02,West,Payment Problem
T01495,2025-10-12,South,Payment Problem
T01496,2025-06-22,North,Payment Problem
T01497,2025-11-26,West,Refund Request
T01498,2026-04-16,North,Delivery Delay
T01499,2026-03-17,East,Out of Stock
T01500,2026-03-14,North,Product Issue
T01501,2026-03-24,East,Out of Stock
T01502,2026-04-06,West,Product Issue
T01503,2026-05-30,North,Refund Request
T01504,2026-02-14,West,Out of Stock
T01505,2025-03-13,South,Product Issue
T01506,2025-03-14,East,Refund Request
T01507,2025-11-06,East,Payment Problem
T01508,2025-08-24,South,Delivery Delay
T01509,2025-08-18,South,Product Issue
T01510,2025-12-21,South,Product Issue
T01511,2025-07-18,North,Refund Request
T01512,2026-04-20,West,Out of Stock
T01513,2025-12-08,South,Refund Request
T01514,2026-03-02,North,Payment Problem
T01515,2025-01-17,East,Out of Stock
T01516,2025-07-10,East,Out of Stock
T01517,2026-05-12,East,Out of Stock
T01518,2025-03-23,West,Refund Request
T01519,2025-04-22,East,Product Issue
T01520,2025-02-20,South,Delivery Delay
T01521,2025-10-08,North,Out of Stock
T01522,2025-03-19,North,Out of Stock
T01523,2025-02-14,North,Delivery Delay
T01524,2025-03-04,East,Payment Problem
T01525,2025-06-06,East,Refund Request
T01526,2025-06-18,West,Payment Problem
T01527,2025-05-21,East,Payment Problem
T01528,2025-07-12,East,Out of Stock
T01529,2026-01-21,West,Refund Request
T01530,2026-01-23,South,Delivery Delay
T01531,2025-06-21,North,Delivery Delay
T01532,2026-03-07,North,Delivery Delay
T01533,2025-04-16,South,Delivery Delay
T01534,2025-12-14,North,Product Issue
T01535,2025-02-17,South,Payment Problem
T01536,2026-04-22,North,Payment Problem
T01537,2025-09-02,West,Payment Problem
T01538,2026-05-16,East,Product Issue
T01539,2025-09-12,South,Product Issue
T01540,2025-01-02,East,Refund Request
T01541,2025-11-21,North,Payment Problem
T01542,2025-05-09,East,Delivery Delay
T01543,2025-05-26,North,Delivery Delay
T01544,2025-04-06,North,Payment Problem
T01545,2026-02-08,West,Out of Stock
T01546,2025-04-12,South,Product Issue
T01547,2026-05-05,North,Payment Problem
T01548,2025-07-19,North,Product Issue
T01549,2025-12-16,South,Payment Problem
T01550,2025-11-27,North,Out of Stock
T01551,2025-07-16,South,Out of Stock
T01552,2025-01-30,East,Payment Problem
T01553,2025-05-13,West,Out of Stock
T01554,2025-11-04,North,Payment Problem
T01555,2025-02-10,West,Product Issue
T01556,2026-04-17,East,Out of Stock
T01557,2026-04-04,South,Out of Stock
T01558,2025-02-10,South,Product Issue
T01559,2025-01-09,North,Out of Stock
T01560,2025-05-08,East,Out of Stock
T01561,2026-06-09,West,Out of Stock
T01562,2025-05-20,South,Refund Request
T01563,2025-03-29,South,Out of Stock
T01564,2025-07-20,South,Out of Stock
T01565,2025-12-27,West,Out of Stock
T01566,2025-06-26,West,Product Issue
T01567,2025-01-22,North,Delivery Delay
T01568,2026-01-08,West,Product Issue
T01569,2026-03-03,West,Delivery Delay
T01570,2026-05-17,North,Payment Problem
T01571,2026-03-16,South,Delivery Delay
T01572,2026-02-10,South,Payment Problem
T01573,2026-06-27,North,Out of Stock
T01574,2026-02-07,South,Refund Request
T01575,2025-03-17,East,Refund Request
T01576,2026-03-26,East,Payment Problem
T01577,2025-12-24,East,Delivery Delay
T01578,2026-02-18,North,Payment Problem
T01579,2026-04-21,West,Out of Stock
T01580,2025-06-01,South,Product Issue
T01581,2025-06-16,North,Out of Stock
T01582,2025-08-17,North,Out of Stock
T01583,2025-10-26,West,Payment Problem
T01584,2025-04-07,South,Payment Problem
T01585,2025-10-23,South,Payment Problem
T01586,2026-03-23,East,Out of Stock
T01587,2025-10-02,West,Delivery Delay
T01588,2026-03-03,South,Product Issue
T01589,2025-12-27,East,Product Issue
T01590,2025-12-22,East,Refund Request
T01591,2025-02-16,West,Payment Problem
T01592,2026-01-10,East,Refund Request
T01593,2025-05-06,East,Product Issue
T01594,2025-12-26,South,Payment Problem
T01595,2025-12-28,East,Out of Stock
T01596,2025-09-21,West,Payment Problem
T01597,2026-01-31,North,Product Issue
T01598,2026-05-07,North,Out of Stock
T01599,2026-01-12,West,Payment Problem
T01600,2026-06-25,East,Refund Request
T01601,2025-08-13,West,Payment Problem
T01602,2025-10-16,North,Delivery Delay
T01603,2026-04-29,South,Out of Stock
T01604,2025-11-09,North,Product Issue
T01605,2025-02-26,East,Product Issue
T01606,2025-11-06,East,Out of Stock
T01607,2025-01-06,East,Delivery Delay
T01608,2025-01-02,West,Payment Problem
T01609,2026-01-10,South,Product Issue
T01610,2025-08-13,South,Product Issue
T01611,2026-06-02,South,Out of Stock
T01612,2025-04-20,North,Delivery Delay
T01613,2025-01-30,South,Delivery Delay
T01614,2025-08-25,East,Product Issue
T01615,2025-05-29,South,Out of Stock
T01616,2026-03-09,West,Out of Stock
T01617,2026-06-20,South,Out of Stock
T01618,2026-06-23,East,Payment Problem
T01619,2025-10-03,West,Out of Stock
T01620,2025-04-05,East,Product Issue
T01621,2026-02-06,North,Out of Stock
T01622,2025-11-22,West,Refund Request
T01623,2026-05-28,East,Payment Problem
T01624,2025-02-25,West,Product Issue
T01625,2026-06-03,West,Product Issue
T01626,2026-04-15,West,Product Issue
T01627,2026-01-01,North,Delivery Delay
T01628,2025-08-17,North,Payment Problem
T01629,2025-04-29,East,Payment Problem
T01630,2025-01-24,South,Out of Stock
T01631,2025-11-03,South,Delivery Delay
T01632,2026-05-09,West,Product Issue
T01633,2025-03-30,East,Refund Request
T01634,2026-04-25,South,Delivery Delay
T01635,2025-12-21,South,Out of Stock
T01636,2025-08-18,West,Payment Problem
T01637,2025-10-04,East,Refund Request
T01638,2025-10-02,North,Product Issue
T01639,2026-02-18,West,Product Issue
T01640,2025-08-31,South,Refund Request
T01641,2025-08-14,South,Product Issue
T01642,2025-11-15,East,Delivery Delay
T01643,2025-09-05,West,Delivery Delay
T01644,2026-04-21,South,Out of Stock
T01645,2025-01-13,North,Delivery Delay
T01646,2026-03-07,West,Product Issue
T01647,2025-02-03,West,Delivery Delay
T01648,2025-05-13,West,Delivery Delay
T01649,2025-08-09,North,Payment Problem
T01650,2025-03-01,North,Out of Stock
T01651,2026-01-28,North,Refund Request
T01652,2025-01-14,East,Product Issue
T01653,2025-05-31,South,Payment Problem
T01654,2025-12-11,West,Out of Stock
T01655,2026-06-28,North,Product Issue
T01656,2025-07-11,South,Refund Request
T01657,2025-08-05,North,Product Issue
T01658,2026-04-30,North,Refund Request
T01659,2026-02-25,North,Delivery Delay
T01660,2026-02-15,North,Payment Problem
T01661,2025-06-21,East,Payment Problem
T01662,2026-04-05,North,Delivery Delay
T01663,2026-05-05,West,Delivery Delay
T01664,2026-06-10,South,Refund Request
T01665,2025-10-18,South,Refund Request
T01666,2026-05-19,East,Out of Stock
T01667,2026-03-04,East,Product Issue
T01668,2026-05-28,West,Product Issue
T01669,2025-02-20,West,Out of Stock
T01670,2026-04-09,East,Payment Problem
T01671,2025-08-25,East,Refund Request
T01672,2025-10-25,South,Out of Stock
T01673,2025-05-19,East,Delivery Delay
T01674,2025-11-22,South,Delivery Delay
T01675,2025-10-27,West,Delivery Delay
T01676,2025-01-15,North,Product Issue
T01677,2025-11-14,West,Product Issue
T01678,2026-04-07,North,Delivery Delay
T01679,2026-06-01,East,Refund Request
T01680,2025-06-18,North,Refund Request
T01681,2025-05-17,East,Product Issue
T01682,2026-04-08,South,Product Issue
T01683,2025-12-21,North,Delivery Delay
T01684,2026-04-21,North,Payment Problem
T01685,2026-06-19,East,Product Issue
T01686,2026-03-06,North,Product Issue
T01687,2025-09-10,East,Payment Problem
T01688,2026-04-27,South,Refund Request
T01689,2026-05-26,North,Product Issue
T01690,2025-09-27,North,Delivery Delay
T01691,2025-10-22,North,Payment Problem
T01692,2026-04-17,North,Delivery Delay
T01693,2025-02-14,East,Out of Stock
T01694,2026-05-19,West,Delivery Delay
T01695,2025-03-06,East,Delivery Delay
T01696,2025-08-12,North,Delivery Delay
T01697,2025-10-12,South,Product Issue
T01698,2025-07-19,West,Payment Problem
T01699,2026-05-13,East,Refund Request
T01700,2025-01-03,South,Delivery Delay
T01701,2025-01-05,East,Delivery Delay
T01702,2025-10-07,East,Out of Stock
T01703,2025-08-26,North,Refund Request
T01704,2025-06-27,South,Product Issue
T01705,2026-03-13,North,Payment Problem
T01706,2025-11-11,West,Delivery Delay
T01707,2025-01-17,North,Out of Stock
T01708,2026-03-23,East,Out of Stock
T01709,2025-01-29,South,Product Issue
T01710,2025-04-11,North,Product Issue
T01711,2026-04-15,North,Delivery Delay
T01712,2025-03-23,West,Out of Stock
T01713,2025-05-16,North,Refund Request
T01714,2026-01-12,West,Product Issue
T01715,2026-02-08,East,Delivery Delay
T01716,2025-12-11,West,Payment Problem
T01717,2026-02-28,West,Out of Stock
T01718,2025-09-23,East,Out of Stock
T01719,2025-01-20,West,Product Issue
T01720,2025-01-11,West,Refund Request
T01721,2026-02-05,South,Payment Problem
T01722,2025-02-01,West,Delivery Delay
T01723,2026-06-21,South,Refund Request
T01724,2025-10-21,North,Out of Stock
T01725,2025-12-10,North,Out of Stock
T01726,2026-02-27,East,Refund Request
T01727,2025-07-13,South,Out of Stock
T01728,2025-09-28,South,Payment Problem
T01729,2026-03-26,West,Out of Stock
T01730,2026-04-27,West,Product Issue
T01731,2026-06-01,East,Delivery Delay
T01732,2025-08-17,West,Payment Problem
T01733,2026-03-31,South,Payment Problem
T01734,2026-01-09,West,Product Issue
T01735,2026-01-09,East,Delivery Delay
T01736,2025-04-22,North,Refund Request
T01737,2025-05-31,South,Refund Request
T01738,2025-09-12,South,Product Issue
T01739,2025-03-11,North,Product Issue
T01740,2026-02-06,East,Refund Request
T01741,2025-07-31,South,Refund Request
T01742,2025-12-04,North,Refund Request
T01743,2026-05-02,North,Refund Request
T01744,2025-04-09,South,Payment Problem
T01745,2026-04-05,South,Payment Problem
T01746,2025-01-20,East,Product Issue
T01747,2025-03-20,South,Product Issue
T01748,2025-09-03,East,Payment Problem
T01749,2026-04-17,East,Product Issue
T01750,2025-05-21,North,Delivery Delay
T01751,2025-05-01,East,Product Issue
T01752,2026-05-09,West,Delivery Delay
T01753,2026-04-29,South,Product Issue
T01754,2025-07-29,South,Delivery Delay
T01755,2025-06-03,West,Refund Request
T01756,2026-06-17,East,Out of Stock
T01757,2025-11-06,South,Out of Stock
T01758,2025-10-27,North,Out of Stock
T01759,2025-06-18,West,Delivery Delay
T01760,2026-01-24,North,Payment Problem
T01761,2025-01-11,North,Payment Problem
T01762,2025-03-27,West,Payment Problem
T01763,2025-05-18,North,Payment Problem
T01764,2025-12-04,West,Delivery Delay
T01765,2025-09-18,West,Refund Request
T01766,2025-03-22,North,Refund Request
T01767,2026-03-03,South,Product Issue
T01768,2025-07-25,West,Refund Request
T01769,2025-08-31,West,Refund Request
T01770,2026-01-30,East,Refund Request
T01771,2025-12-03,East,Product Issue
T01772,2025-10-06,North,Delivery Delay
T01773,2025-01-30,East,Payment Problem
T01774,2025-05-11,West,Out of Stock
T01775,2026-01-30,West,Refund Request
T01776,2025-04-27,North,Refund Request
T01777,2025-08-24,South,Product Issue
T01778,2026-03-03,South,Refund Request
T01779,2025-06-29,North,Delivery Delay
T01780,2026-01-31,North,Delivery Delay
T01781,2025-01-08,West,Payment Problem
T01782,2025-10-14,South,Product Issue
T01783,2025-01-31,West,Out of Stock
T01784,2025-09-01,West,Delivery Delay
T01785,2026-06-25,South,Out of Stock
T01786,2025-04-14,West,Payment Problem
T01787,2026-06-07,North,Refund Request
T01788,2026-05-03,East,Delivery Delay
T01789,2025-05-10,West,Product Issue
T01790,2026-05-17,East,Payment Problem
T01791,2026-02-10,South,Out of Stock
T01792,2025-01-25,West,Delivery Delay
T01793,2025-06-09,North,Refund Request
T01794,2026-05-05,West,Out of Stock
T01795,2025-05-05,South,Product Issue
T01796,2026-01-15,West,Out of Stock
T01797,2026-02-19,East,Payment Problem
T01798,2025-07-13,East,Out of Stock
T01799,2025-01-21,East,Refund Request
T01800,2026-02-03,South,Payment Problem
T01801,2025-05-09,North,Payment Problem
T01802,2025-01-27,North,Delivery Delay
T01803,2025-10-22,East,Out of Stock
T01804,2025-06-05,West,Refund Request
T01805,2026-05-15,North,Refund Request
T01806,2026-01-21,West,Product Issue
T01807,2025-09-05,East,Out of Stock
T01808,2026-05-25,East,Payment Problem
T01809,2025-03-28,West,Product Issue
T01810,2025-07-28,East,Product Issue
T01811,2025-09-15,North,Delivery Delay
T01812,2026-02-04,North,Out of Stock
T01813,2025-10-28,South,Payment Problem
T01814,2025-02-20,East,Payment Problem
T01815,2025-08-23,South,Payment Problem
T01816,2026-04-20,North,Out of Stock
T01817,2026-04-26,North,Out of Stock
T01818,2026-03-01,North,Delivery Delay
T01819,2026-05-21,West,Delivery Delay
T01820,2025-01-14,South,Refund Request
T01821,2025-06-29,East,Delivery Delay
T01822,2026-04-20,South,Payment Problem
T01823,2026-06-08,East,Refund Request
T01824,2026-02-15,East,Out of Stock
T01825,2026-06-07,East,Delivery Delay
T01826,2025-09-29,South,Product Issue
T01827,2025-05-21,North,Delivery Delay
T01828,2026-02-14,North,Product Issue
T01829,2026-01-05,North,Refund Request
T01830,2025-06-06,West,Refund Request
T01831,2026-01-11,South,Out of Stock
T01832,2026-03-01,West,Product Issue
T01833,2026-04-14,East,Refund Request
T01834,2025-09-19,South,Product Issue
T01835,2026-05-12,West,Out of Stock
T01836,2025-05-22,West,Payment Problem
T01837,2025-11-10,North,Delivery Delay
T01838,2025-02-25,East,Delivery Delay
T01839,2026-05-15,North,Out of Stock
T01840,2025-06-13,North,Refund Request
T01841,2025-03-22,South,Delivery Delay
T01842,2025-02-21,South,Product Issue
T01843,2026-05-23,North,Refund Request
T01844,2025-01-14,North,Delivery Delay
T01845,2025-07-20,North,Delivery Delay
T01846,2025-05-13,South,Out of Stock
T01847,2025-04-29,East,Payment Problem
T01848,2026-05-01,East,Product Issue
T01849,2025-12-01,South,Refund Request
T01850,2025-08-19,East,Out of Stock
T01851,2025-01-03,West,Refund Request
T01852,2025-03-22,West,Payment Problem
T01853,2026-01-23,East,Delivery Delay
T01854,2025-08-07,West,Payment Problem
T01855,2026-01-16,West,Delivery Delay
T01856,2025-09-05,South,Product Issue
T01857,2025-01-22,South,Payment Problem
T01858,2026-05-24,North,Product Issue
T01859,2026-03-05,North,Payment Problem
T01860,2025-12-04,South,Refund Request
T01861,2026-04-07,East,Product Issue
T01862,2026-01-11,East,Delivery Delay
T01863,2025-02-25,East,Payment Problem
T01864,2026-05-31,North,Delivery Delay
T01865,2026-03-09,East,Refund Request
T01866,2025-11-03,South,Delivery Delay
T01867,2025-01-24,West,Out of Stock
T01868,2025-08-26,South,Delivery Delay
T01869,2026-05-07,West,Product Issue
T01870,2026-02-04,West,Out of Stock
T01871,2026-04-28,East,Refund Request
T01872,2026-02-04,North,Refund Request
T01873,2026-01-13,West,Product Issue
T01874,2026-03-26,West,Out of Stock
T01875,2025-04-15,South,Out of Stock
T01876,2026-04-30,East,Refund Request
T01877,2025-02-23,North,Product Issue
T01878,2025-04-07,West,Delivery Delay
T01879,2025-07-04,North,Refund Request
T01880,2025-05-05,South,Out of Stock
T01881,2025-07-10,South,Refund Request
T01882,2025-07-18,West,Delivery Delay
T01883,2025-07-25,South,Payment Problem
T01884,2026-01-08,South,Payment Problem
T01885,2026-01-19,North,Refund Request
T01886,2025-07-18,South,Out of Stock
T01887,2026-06-09,East,Out of Stock
T01888,2025-09-11,South,Out of Stock
T01889,2025-12-19,North,Refund Request
T01890,2025-08-03,South,Out of Stock
T01891,2025-08-08,South,Delivery Delay
T01892,2025-11-15,North,Product Issue
T01893,2025-06-03,East,Out of Stock
T01894,2025-08-28,South,Product Issue
T01895,2026-06-06,West,Delivery Delay
T01896,2025-03-01,North,Delivery Delay
T01897,2025-08-27,West,Refund Request
T01898,2025-06-28,East,Delivery Delay
T01899,2025-03-18,West,Payment Problem
T01900,2025-03-09,South,Payment Problem
T01901,2026-06-29,North,Product Issue
T01902,2025-11-20,East,Delivery Delay
T01903,2025-05-25,South,Refund Request
T01904,2025-11-06,West,Refund Request
T01905,2026-06-01,East,Payment Problem
T01906,2026-04-20,West,Delivery Delay
T01907,2025-06-18,North,Delivery Delay
T01908,2025-04-23,West,Out of Stock
T01909,2025-06-27,North,Payment Problem
T01910,2026-03-10,East,Delivery Delay
T01911,2025-05-18,North,Product Issue
T01912,2025-06-17,South,Delivery Delay
T01913,2026-01-12,South,Payment Problem
T01914,2025-06-21,South,Payment Problem
T01915,2026-02-26,West,Refund Request
T01916,2025-04-30,East,Refund Request
T01917,2025-09-04,North,Out of Stock
T01918,2025-03-08,South,Delivery Delay
T01919,2026-01-22,South,Out of Stock
T01920,2026-02-06,West,Refund Request
T01921,2025-04-17,East,Delivery Delay
T01922,2026-04-22,North,Out of Stock
T01923,2025-11-09,South,Delivery Delay
T01924,2025-12-15,South,Product Issue
T01925,2026-06-13,West,Delivery Delay
T01926,2025-08-24,North,Delivery Delay
T01927,2025-07-30,South,Product Issue
T01928,2026-02-23,North,Delivery Delay
T01929,2026-06-07,East,Payment Problem
T01930,2026-06-30,North,Out of Stock
T01931,2025-07-27,South,Delivery Delay
T01932,2025-01-17,South,Product Issue
T01933,2025-09-11,East,Payment Problem
T01934,2026-03-22,South,Out of Stock
T01935,2026-04-01,East,Out of Stock
T01936,2025-04-24,North,Product Issue
T01937,2025-11-18,West,Refund Request
T01938,2025-06-19,East,Delivery Delay
T01939,2025-05-04,North,Payment Problem
T01940,2025-08-23,South,Delivery Delay
T01941,2025-01-18,East,Payment Problem
T01942,2026-01-16,South,Delivery Delay
T01943,2026-04-15,North,Delivery Delay
T01944,2025-02-15,East,Out of Stock
T01945,2025-12-03,South,Refund Request
T01946,2025-05-14,North,Payment Problem
T01947,2025-09-17,East,Out of Stock
T01948,2025-09-24,West,Out of Stock
T01949,2026-02-14,West,Product Issue
T01950,2025-11-24,South,Product Issue
T01951,2025-04-07,North,Out of Stock
T01952,2026-01-13,East,Product Issue
T01953,2025-05-15,South,Out of Stock
T01954,2025-03-30,North,Product Issue
T01955,2026-01-30,West,Delivery Delay
T01956,2025-08-30,North,Payment Problem
T01957,2025-01-04,North,Delivery Delay
T01958,2026-06-17,East,Refund Request
T01959,2026-04-23,North,Delivery Delay
T01960,2025-05-22,South,Payment Problem
T01961,2025-07-27,East,Out of Stock
T01962,2025-09-27,East,Refund Request
T01963,2025-07-05,West,Refund Request
T01964,2025-03-22,South,Delivery Delay
T01965,2025-03-27,West,Refund Request
T01966,2025-04-14,West,Out of Stock
T01967,2026-04-06,North,Refund Request
T01968,2025-12-18,North,Delivery Delay
T01969,2025-07-08,North,Delivery Delay
T01970,2025-08-17,South,Payment Problem
T01971,2025-06-20,South,Payment Problem
T01972,2025-07-20,West,Refund Request
T01973,2026-05-26,South,Refund Request
T01974,2026-06-21,South,Refund Request
T01975,2025-05-30,East,Delivery Delay
T01976,2025-12-22,North,Delivery Delay
T01977,2026-06-17,North,Out of Stock
T01978,2025-09-09,East,Out of Stock
T01979,2026-05-03,South,Out of Stock
T01980,2025-11-17,East,Out of Stock
T01981,2025-12-23,South,Out of Stock
T01982,2025-11-22,East,Payment Problem
T01983,2026-06-06,North,Payment Problem
T01984,2025-10-21,East,Product Issue
T01985,2025-06-07,West,Out of Stock
T01986,2025-10-09,East,Product Issue
T01987,2025-03-09,West,Refund Request
T01988,2026-02-17,West,Refund Request
T01989,2026-01-31,North,Delivery Delay
T01990,2025-05-19,West,Out of Stock
T01991,2026-02-27,West,Product Issue
T01992,2026-04-18,East,Refund Request
T01993,2025-12-05,East,Payment Problem
T01994,2025-06-28,East,Refund Request
T01995,2026-04-07,North,Out of Stock
T01996,2025-04-14,South,Out of Stock
T01997,2025-09-28,East,Product Issue
T01998,2025-02-24,West,Product Issue
T01999,2025-07-09,North,Payment Problem
T02000,2025-12-01,South,Delivery Delay
T02001,2025-04-14,East,Refund Request
T02002,2025-08-27,South,Delivery Delay
T02003,2025-04-08,East,Out of Stock
T02004,2026-04-06,South,Refund Request
T02005,2025-09-14,East,Product Issue
T02006,2026-01-28,South,Refund Request
T02007,2026-01-24,North,Product Issue
T02008,2025-05-13,South,Product Issue
T02009,2025-04-11,West,Out of Stock
T02010,2025-10-04,East,Refund Request
T02011,2025-03-10,North,Delivery Delay
T02012,2026-01-08,North,Delivery Delay
T02013,2025-10-28,West,Out of Stock
T02014,2026-02-03,East,Refund Request
T02015,2025-05-17,North,Refund Request
T02016,2026-01-17,South,Payment Problem
T02017,2025-02-04,South,Payment Problem
T02018,2025-01-21,West,Delivery Delay
T02019,2026-02-04,North,Refund Request
T02020,2026-01-18,East,Payment Problem
T02021,2025-01-22,East,Product Issue
T02022,2025-02-16,South,Payment Problem
T02023,2026-01-19,South,Out of Stock
T02024,2025-03-22,South,Refund Request
T02025,2025-10-02,North,Delivery Delay
T02026,2025-11-07,West,Delivery Delay
T02027,2025-06-26,South,Refund Request
T02028,2025-03-01,West,Out of Stock
T02029,2025-04-26,West,Refund Request
T02030,2025-08-21,South,Out of Stock
T02031,2025-05-31,West,Out of Stock
T02032,2026-01-05,North,Out of Stock
T02033,2025-12-19,East,Product Issue
T02034,2025-06-02,South,Product Issue
T02035,2025-05-24,East,Refund Request
T02036,2025-12-22,East,Payment Problem
T02037,2026-02-17,South,Out of Stock
T02038,2026-02-06,East,Refund Request
T02039,2025-01-18,East,Refund Request
T02040,2025-05-09,West,Payment Problem
T02041,2026-01-01,South,Delivery Delay
T02042,2026-01-11,West,Refund Request
T02043,2025-01-20,South,Product Issue
T02044,2026-04-07,South,Out of Stock
T02045,2025-11-19,North,Payment Problem
T02046,2025-06-22,West,Payment Problem
T02047,2025-08-31,South,Refund Request
T02048,2026-06-16,West,Out of Stock
T02049,2025-05-31,West,Delivery Delay
T02050,2026-06-21,North,Delivery Delay
T02051,2026-02-19,South,Delivery Delay
T02052,2026-03-14,West,Out of Stock
T02053,2025-02-28,South,Refund Request
T02054,2026-06-28,West,Delivery Delay
T02055,2025-08-07,West,Payment Problem
T02056,2025-04-13,West,Out of Stock
T02057,2025-04-29,West,Out of Stock
T02058,2026-04-23,South,Out of Stock
T02059,2025-10-08,South,Product Issue
T02060,2026-06-28,South,Delivery Delay
T02061,2025-06-02,North,Delivery Delay
T02062,2025-09-29,North,Refund Request
T02063,2026-06-03,North,Delivery Delay
T02064,2025-11-14,South,Out of Stock
T02065,2025-07-31,West,Refund Request
T02066,2025-05-28,East,Out of Stock
T02067,2025-09-15,West,Refund Request
T02068,2025-09-05,North,Delivery Delay
T02069,2025-10-15,South,Out of Stock
T02070,2025-08-02,West,Refund Request
T02071,2025-08-20,East,Refund Request
T02072,2026-06-17,North,Delivery Delay
T02073,2026-02-10,West,Delivery Delay
T02074,2025-10-15,South,Out of Stock
T02075,2025-03-22,West,Refund Request
T02076,2025-06-15,North,Refund Request
T02077,2026-06-09,West,Out of Stock
T02078,2025-11-21,East,Out of Stock
T02079,2025-06-21,South,Out of Stock
T02080,2025-10-23,North,Payment Problem
T02081,2026-05-06,South,Payment Problem
T02082,2025-08-06,East,Refund Request
T02083,2025-07-12,North,Delivery Delay
T02084,2025-01-23,South,Payment Problem
T02085,2025-12-27,North,Product Issue
T02086,2025-11-12,North,Out of Stock
T02087,2026-03-06,East,Payment Problem
T02088,2025-12-15,East,Delivery Delay
T02089,2025-02-07,South,Out of Stock
T02090,2026-04-03,South,Product Issue
T02091,2025-07-25,North,Payment Problem
T02092,2025-08-31,West,Payment Problem
T02093,2025-11-19,East,Delivery Delay
T02094,2025-09-07,West,Delivery Delay
T02095,2026-03-23,South,Payment Problem
T02096,2025-10-09,East,Refund Request
T02097,2026-04-22,North,Product Issue
T02098,2025-10-30,North,Out of Stock
T02099,2026-02-19,West,Refund Request
T02100,2025-03-14,East,Out of Stock
T02101,2025-01-03,East,Delivery Delay
T02102,2025-05-19,South,Payment Problem
T02103,2026-05-28,West,Product Issue
T02104,2025-03-18,East,Out of Stock
T02105,2025-06-06,South,Out of Stock
T02106,2025-07-09,East,Refund Request
T02107,2025-10-05,South,Refund Request
T02108,2025-11-03,West,Out of Stock
T02109,2025-10-27,East,Product Issue
T02110,2025-02-11,West,Delivery Delay
T02111,2025-03-18,West,Payment Problem
T02112,2025-07-24,West,Out of Stock
T02113,2025-11-11,North,Refund Request
T02114,2025-09-09,North,Product Issue
T02115,2025-10-22,East,Product Issue
